"SHIP","SURVEY","CLAMS_EVENT_NUMBER","CLAMS_STATION_NUMBER","GRID_STATION_NAME","GEAR","GEAR_ACTIVITY","LATITUDE","LONGITUDE","TIMESTAMP","CLAMS_COMMENTS"
175,201701,454,"75","CH-L07","3m Beam Trawl","Standard bottom sample","71.47787","-159.152603333","09072017 05:46:02.966",""
175,201701,455,"","","Seabird Survey","Seabird Survey Start","70.5285333333","-160.578663333","09072017 17:20:53.932",""
175,201701,456,"","","Seabird Survey","Seabird Survey End","70.4481366667","-160.601498333","09072017 17:55:45.525",""
175,201701,457,"","","Seabird Survey","Seabird Survey Start","70.4426133333","-160.624181667","09092017 05:10:17.969",""
175,201701,458,"","","Seabird Survey","Seabird Survey End","70.5318733333","-160.872163333","09092017 06:07:59.742",""
175,201701,459,"76","CH-K05","Juday","Vertical Plankton  Tow","70.9984083333","-162.409356667","09092017 14:02:51.536","JUDAY NOT BONGO"
175,201701,460,"76","CH-K05","CTD","Oceanography","70.9972633333","-162.415053333","09092017 14:08:13.544",""
175,201701,461,"76","CH-K05","Benthic Grab","Benthic grab","70.9937833333","-162.433666667","09092017 14:25:11.122",""
175,201701,462,"76","CH-K05","Bongo","Oblique tow","70.9886133333","-162.443308333","09092017 14:43:56.033",""
175,201701,463,"76","CH-K05","3m Beam Trawl","Standard bottom sample","70.98994","-162.421895","09092017 15:04:03.432",""
175,201701,464,"","","Seabird Survey","Seabird Survey End","71.003285","-163.347266667","09092017 17:46:24.177",""
175,201701,465,"77","CH-K04","Marinovich","Opportunistic off-bottom sample","71.0045666667","-163.364366667","09092017 17:54:20.115","Fished upper layer and then dipped into deeper lower backscatter layer.  (no time for depth stratified hauls on this survey)."
175,201701,466,"","","Seabird Survey","Seabird Survey Start","70.9982383333","-163.342465","09092017 18:46:03.884",""
175,201701,467,"","","Seabird Survey","Seabird Survey End","71.0001566667","-163.794635","09092017 19:56:59.244",""
175,201701,468,"77","CH-K04","CTD","Oceanography","70.9979983333","-163.904693333","09092017 20:19:50.881",""
175,201701,469,"77","CH-K04","Juday","Vertical Plankton  Tow","70.9978","-163.906153333","09092017 20:21:19.724","JUDAY NOT BONGO"
175,201701,470,"77","CH-K04","Benthic Grab","Benthic grab","70.9969166667","-163.913683333","09092017 20:28:40.989",""
175,201701,471,"77","CH-K04","CTD","Oceanography","70.9951316667","-163.92901","09092017 20:43:29.244",""
175,201701,472,"77","CH-K04","Bongo","Oblique tow","70.9915733333","-163.936798333","09092017 20:54:23.046",""
175,201701,473,"77","CH-K04","3m Beam Trawl","Standard bottom sample","70.9892016667","-163.930853333","09092017 21:06:22.895",""
175,201701,474,"","","Seabird Survey","Seabird Survey Start","70.9977733333","-163.895296667","09092017 21:24:19.020",""
175,201701,475,"","","Seabird Survey","Seabird Survey End","70.9996716667","-165.40339","09102017 00:58:23.523",""
175,201701,476,"78","CH-K03","Marinovich","Opportunistic off-bottom sample","70.9978833333","-165.374851667","09102017 01:20:34.310",""
175,201701,477,"78","CH-K03","Juday","Vertical Plankton  Tow","70.9765816667","-165.40023","09102017 02:08:35.286","JUDAY, NOT BONGO"
175,201701,478,"78","CH-K03","Benthic Grab","Benthic grab","70.9746966667","-165.412671667","09102017 02:20:36.332",""
175,201701,479,"78","CH-K03","CTD","Oceanography","70.9718316667","-165.431395","09102017 02:39:17.799",""
175,201701,480,"78","CH-K03","Bongo","Oblique tow","70.9657183333","-165.439246667","09102017 02:53:17.247",""
175,201701,481,"78","CH-K03","3m Beam Trawl","Standard bottom sample","70.9619283333","-165.425491667","09102017 03:10:58.796",""
175,201701,482,"","","Seabird Survey","Seabird Survey End","71.002105","-166.040865","09102017 05:17:48.109",""
175,201701,483,"79","CH-K02","Juday","Vertical Plankton  Tow","71.000675","-167.015836667","09102017 14:04:55.399","JUDAY, NOT BONGO"
175,201701,484,"79","CH-K02","CTD","Oceanography","71.00069","-167.017083333","09102017 14:06:29.295",""
175,201701,485,"79","CH-K02","Benthic Grab","Benthic grab","71.0008683333","-167.0258","09102017 14:16:33.885",""
175,201701,486,"79","CH-K02","Bongo","Oblique tow","70.9969283333","-167.023628333","09102017 14:29:45.991",""
175,201701,487,"79","CH-K02","3m Beam Trawl","Standard bottom sample","70.9977433333","-167.005115","09102017 14:47:45.754",""
175,201701,488,"79","CH-K02","Marinovich","Opportunistic off-bottom sample","71.013545","-167.770588333","09102017 17:38:51.612","Had to recover the net twice after setting doors to clear third wire tangle.  First on SBE, then had to move the 3rd wire above the line to strain relief.  Good tow at end.  Fished deeper and shallower layer."
175,201701,489,"80","CH-K01","Juday","Vertical Plankton  Tow","70.999205","-168.497178333","09102017 20:28:35.342","JUDAY, NOT BONGO"
175,201701,490,"80","CH-K01","CTD","Oceanography","70.9992383333","-168.49967","09102017 20:32:52.462",""
175,201701,491,"80","CH-K01","Benthic Grab","Benthic grab","70.9996116667","-168.504955","09102017 20:42:34.941",""
175,201701,492,"80","CH-K01","CTD","Oceanography","71.0000033333","-168.510886667","09102017 20:53:58.592",""
175,201701,493,"80","CH-K01","Bongo","Oblique tow","70.9980883333","-168.51361","09102017 21:02:44.190",""
175,201701,494,"80","CH-K01","3m Beam Trawl","Standard bottom sample","70.9948766667","-168.502021667","09102017 21:16:52.816",""
175,201701,495,"","","Seabird Survey","Seabird Survey Start","70.9875033333","-168.487958333","09102017 21:31:31.740",""
175,201701,496,"","","Seabird Survey","Seabird Survey End","70.5029266667","-168.500108333","09112017 01:25:28.500",""
175,201701,497,"81","CH-J01","CTD","Oceanography","70.498805","-168.503073333","09112017 01:35:17.517",""
175,201701,498,"81","CH-J01","Juday","Vertical Plankton  Tow","70.49884","-168.503946667","09112017 01:36:44.747","JUDAY, NOT BONGO"
175,201701,499,"81","CH-J01","Benthic Grab","Benthic grab","70.49878","-168.507496667","09112017 01:42:50.007",""
175,201701,500,"81","CH-J01","Bongo","Oblique tow","70.49612","-168.512623333","09112017 01:55:20.131",""
175,201701,501,"81","CH-J01","3m Beam Trawl","Standard bottom sample","70.4939383333","-168.49582","09112017 02:13:08.344",""
175,201701,502,"","","Seabird Survey","Seabird Survey Start","70.5000816667","-168.47282","09112017 02:34:51.095",""
175,201701,503,"","","Seabird Survey","Seabird Survey End","70.5014966667","-167.532751667","09112017 05:19:46.621",""
175,201701,504,"82","CH-J02","Juday","Vertical Plankton  Tow","70.4991783333","-166.997658333","09112017 14:05:08.348","JUDAY, NOT BONGO"
175,201701,505,"82","CH-J02","CTD","Oceanography","70.49913","-166.998551667","09112017 14:06:57.224",""
175,201701,506,"82","CH-J02","Benthic Grab","Benthic grab","70.4989883333","-167.003675","09112017 14:17:39.873",""
175,201701,507,"82","CH-J02","Bongo","Oblique tow","70.4970416667","-167.000523333","09112017 14:26:42.741",""
175,201701,508,"82","CH-J02","3m Beam Trawl","Standard bottom sample","70.499395","-166.98746","09112017 14:42:04.431",""
175,201701,509,"82","CH-J02","Marinovich","Opportunistic off-bottom sample","70.505495","-167.033515","09112017 15:14:31.404",""
175,201701,510,"","","Seabird Survey","Seabird Survey End","70.5005416667","-165.505185","09112017 19:57:00.767",""
175,201701,511,"83","CH-J03","Juday","Vertical Plankton  Tow","70.4993266667","-165.50625","09112017 20:01:25.708","JUDAY, NOT BONGO"
175,201701,512,"83","CH-J03","CTD","Oceanography","70.4990733333","-165.506401667","09112017 20:05:01.220",""
175,201701,513,"83","CH-J03","Benthic Grab","Benthic grab","70.4987183333","-165.512773333","09112017 20:26:34.841",""
175,201701,514,"83","CH-J03","CTD","Oceanography","70.498575","-165.515166667","09112017 20:35:11.178",""
175,201701,515,"83","CH-J03","Bongo","Oblique tow","70.4971816667","-165.511175","09112017 20:44:52.659",""
175,201701,516,"83","CH-J03","3m Beam Trawl","Standard bottom sample","70.4936933333","-165.51615","09112017 20:58:33.010",""
175,201701,517,"","","Seabird Survey","Seabird Survey Start","70.5001233333","-165.502461667","09112017 21:15:07.200",""
175,201701,518,"","","Seabird Survey","Seabird Survey End","70.5016583333","-164.485658333","09112017 23:43:13.104",""
175,201701,519,"84","CH-J04","Marinovich","Opportunistic off-bottom sample","70.50474","-164.549556667","09122017 00:12:28.249",""
175,201701,520,"","","Seabird Survey","Seabird Survey Start","70.5008383333","-164.391756667","09122017 01:13:30.336",""
175,201701,521,"","","Seabird Survey","Seabird Survey End","70.5000483333","-164.065035","09122017 02:02:49.374",""
175,201701,522,"84","CH-J04","Juday","Vertical Plankton  Tow","70.49963","-164.002475","09122017 02:20:23.541","JUDAY, NOT BONGO"
175,201701,523,"84","CH-J04","Benthic Grab","Benthic grab","70.50099","-164.001871667","09122017 02:29:36.573",""
175,201701,524,"84","CH-J04","CTD","Oceanography","70.5023366667","-163.999648333","09122017 02:41:01.957",""
175,201701,525,"84","CH-J04","Bongo","Oblique tow","70.5054283333","-164.002818333","09122017 02:53:11.044",""
175,201701,526,"84","CH-J04","3m Beam Trawl","Standard bottom sample","70.505715","-164.020315","09122017 03:08:52.153",""
175,201701,527,"","","Seabird Survey","Seabird Survey Start","70.4996483333","-163.99464","09122017 03:29:29.063",""
175,201701,528,"","","Seabird Survey","Seabird Survey End","70.5013283333","-163.03147","09122017 05:53:58.152",""
175,201701,529,"85","CH-J05","Juday","Vertical Plankton  Tow","70.49954","-162.504581667","09122017 14:02:57.752","JUDAY, NOT BONGO"
175,201701,530,"85","CH-J05","CTD","Oceanography","70.4997716667","-162.507395","09122017 14:06:22.475",""
175,201701,531,"85","CH-J05","Benthic Grab","Benthic grab","70.500425","-162.515883333","09122017 14:16:45.246",""
175,201701,532,"85","CH-J05","Bongo","Oblique tow","70.4979016667","-162.517766667","09122017 14:28:14.204",""
175,201701,533,"85","CH-J05","3m Beam Trawl","Standard bottom sample","70.49483","-162.504688333","09122017 14:40:18.455",""
175,201701,534,"85","CH-J05","Nordic","Surface trawl at pre-determined station","70.5124116667","-162.418851667","09122017 15:45:54.053",""
175,201701,535,"","","CTD","Opportunistic bottom sample","70.5013766667","-162.50618","09122017 17:07:19.287",""
175,201701,536,"","","Seabird Survey","Seabird Survey Start","70.5017766667","-162.512746667","09122017 17:13:12.103",""
175,201701,537,"","","Seabird Survey","Seabird Survey End","70.0038966667","-164.088776667","09122017 23:09:27.201",""
175,201701,538,"86","CH-I04","Juday","Vertical Plankton  Tow","69.99865","-164.098013333","09122017 23:18:12.400","JUDAY, NOT BONGO"
175,201701,539,"86","CH-I04","CTD","Oceanography","69.9986916667","-164.099338333","09122017 23:21:07.882",""
175,201701,540,"86","CH-I04","Benthic Grab","Benthic grab","69.9993266667","-164.103258333","09122017 23:28:52.972",""
175,201701,541,"86","CH-I04","Bongo","Oblique tow","69.9979866667","-164.107893333","09122017 23:36:05.504",""
175,201701,542,"86","CH-I04","3m Beam Trawl","Standard bottom sample","69.99751","-164.098753333","09122017 23:48:04.298",""
175,201701,543,"86","CH-I04","Nordic","Surface trawl at pre-determined station","70.021915","-164.022843333","09132017 00:49:56.930","set out the first time to 180m warp out but stbd wing buoy fouled with 3rd wire inch.  Out for 15 min (shoot doors to Haul back)."
175,201701,544,"","","Seabird Survey","Seabird Survey Start","70.001115","-164.135686667","09132017 02:45:30.697",""
175,201701,545,"","","Seabird Survey","Seabird Survey End","70.0019666667","-164.666986667","09132017 04:49:26.899",""
175,201701,546,"87","CH-I03","Juday","Vertical Plankton  Tow","70.00164","-165.592673333","09132017 14:04:45.396","JUDAY, NOT BONGO"
175,201701,547,"87","CH-I03","CTD","Oceanography","70.0024116667","-165.587315","09132017 14:09:03.067",""
175,201701,548,"87","CH-I03","Benthic Grab","Benthic grab","70.0040666667","-165.576005","09132017 14:18:33.764",""
175,201701,549,"87","CH-I03","Bongo","Oblique tow","70.0071966667","-165.572906667","09132017 14:28:17.691",""
175,201701,550,"87","CH-I03","3m Beam Trawl","Standard bottom sample","70.0066716667","-165.58616","09132017 14:41:38.135",""
175,201701,551,"87","CH-I03","3m Beam Trawl","Standard bottom sample","70.0002983333","-165.607171667","09132017 15:08:20.414","Redo.  first Beam trawl at this station did not contact the bottom,"
175,201701,552,"87","CH-I03","Marinovich","Opportunistic off-bottom sample","69.991935","-165.647798333","09132017 15:43:26.109","The farthest back (i.e. toward headrope unit) tie on stbd side was left on.  May have restricted mouth opening slightly.  Catch is fine.  May have impacted pocket net catch, but considered to be unlikely."
175,201701,553,"","","Seabird Survey","Seabird Survey Start","69.9996516667","-165.765788333","09132017 17:20:21.566",""
175,201701,554,"","","Seabird Survey","Seabird Survey End","70.0009666667","-166.863773333","09132017 20:46:02.816",""
175,201701,555,"88","CH-I02","Marinovich","Opportunistic off-bottom sample","70.00134","-166.900145","09132017 21:07:21.442","Tow near DAFT 1 Mooring"
175,201701,556,"88","CH-I02","Bongo","Opportunistic bottom sample","70.003285","-166.998051667","09132017 22:28:20.939",""
175,201701,557,"88","CH-I02","Benthic Grab","Benthic grab","70.0050066667","-166.985216667","09132017 22:39:07.057",""
175,201701,558,"88","CH-I02","CTD","Opportunistic bottom sample","70.007","-166.968065","09132017 22:53:48.338",""
175,201701,559,"88","CH-I02","Bongo","Opportunistic bottom sample","70.0110333333","-166.962601667","09132017 23:00:30.144",""
175,201701,560,"88","CH-I02","3m Beam Trawl","Standard bottom sample","70.0122516667","-166.951968333","09132017 23:11:04.884",""
175,201701,561,"","","Seabird Survey","Seabird Survey Start","70.0007533333","-167.092261667","09142017 00:01:51.000",""
175,201701,562,"89","CH-I01","Juday","Vertical Plankton  Tow","70.0022183333","-168.500351667","09142017 04:30:39.461","JUDAY, NOT BONGO"
175,201701,563,"89","CH-I01","Benthic Grab","Benthic grab","70.00429","-168.490018333","09142017 04:39:57.553",""
175,201701,564,"","","Seabird Survey","Seabird Survey End","70.004765","-168.487946667","09142017 04:41:56.312",""
175,201701,565,"89","CH-I01","CTD","Oceanography","70.0070183333","-168.477615","09142017 04:51:35.868",""
175,201701,566,"89","CH-I01","Bongo","Oblique tow","70.0118916667","-168.469833333","09142017 05:03:28.149",""
175,201701,567,"89","CH-I01","3m Beam Trawl","Standard bottom sample","70.0117883333","-168.475541667","09142017 05:18:54.559",""
175,201701,568,"","","Seabird Survey","Seabird Survey Start","64.4907666667","-165.544336667","09172017 03:19:14.158",""
175,201701,569,"","","Seabird Survey","Seabird Survey End","64.5222866667","-166.07553","09172017 05:06:47.607",""
175,201701,570,"","","Seabird Survey","Seabird Survey Start","65.402225","-167.871898333","09172017 17:11:52.626",""
175,201701,571,"","","Seabird Survey","Seabird Survey End","65.6362916667","-168.170466667","09172017 19:28:55.875",""
175,201701,572,"","","Seabird Survey","Seabird Survey Start","65.63752","-168.170896667","09172017 19:29:37.383",""
175,201701,573,"","","Seabird Survey","Seabird Survey End","65.7968783333","-168.195211667","09172017 21:02:54.055",""
175,201701,574,"","","Seabird Survey","Seabird Survey Start","65.8146833333","-168.194973333","09172017 21:13:07.585",""
175,201701,575,"","","Seabird Survey","Seabird Survey End","66.0160233333","-168.200903333","09172017 23:11:16.337",""
175,201701,576,"","","Seabird Survey","Seabird Survey Start","66.017025","-168.200846667","09172017 23:11:51.014",""
175,201701,577,"","","Seabird Survey","Seabird Survey End","66.250315","-168.214946667","09182017 01:30:42.774",""
175,201701,578,"","","Seabird Survey","Seabird Survey Start","66.2583933333","-168.216685","09182017 01:35:36.068",""
175,201701,579,"","","Seabird Survey","Seabird Survey End","66.6412116667","-168.249861667","09182017 05:11:52.142",""
175,201701,580,"","","Seabird Survey","Seabird Survey Start","67.9177233333","-168.355141667","09182017 17:12:28.316",""
175,201701,581,"","","Seabird Survey","Seabird Survey End","68.1839016667","-168.37919","09182017 19:36:59.331",""
175,201701,582,"","","Seabird Survey","Seabird Survey Start","68.184545","-168.379316667","09182017 19:37:19.435",""
175,201701,583,"","","Seabird Survey","Seabird Survey End","68.3870183333","-168.150788333","09182017 21:48:54.417",""
175,201701,584,"","","Seabird Survey","Seabird Survey Start","68.3873733333","-168.149551667","09182017 21:49:12.360",""
175,201701,585,"","","Seabird Survey","Seabird Survey End","68.5324916667","-167.664611667","09182017 23:54:13.092",""
175,201701,586,"","","Seabird Survey","Seabird Survey Start","68.53325","-167.662411667","09182017 23:54:49.335",""
175,201701,587,"","","Seabird Survey","Seabird Survey End","68.625265","-167.361355","09192017 01:52:10.890",""
175,201701,588,"","","Seabird Survey","Seabird Survey Start","68.6256383333","-167.36014","09192017 01:52:29.011",""
175,201701,589,"","","Seabird Survey","Seabird Survey Start","72.50016","-164.9695","08292017 16:52:29.011",""
175,201701,590,"","","Seabird Survey","Seabird Survey End","72.5045","-164.3022","08292017 18:16:29.011",""
175,201701,591,"","","Seabird Survey","Seabird Survey Start","72.50016","-157.6668","08312017 15:11:29.011",""
175,201701,592,"","","Seabird Survey","Seabird Survey End","72.5043","-157.288","08312017 16:13:29.011",""
175,201701,593,"","","Seabird Survey","Seabird Survey End","72.5415","-156.9207","08312017 19:24:29.011",""
175,201701,594,"","","Seabird Survey","Seabird Survey End","72.37333","-157.1253","09012017 01:27:29.011",""
175,201701,595,"","","Seabird Survey","Seabird Survey End","72.25533","-157.405","09012017 04:26:29.011",""
175,201701,596,"","","Seabird Survey","Seabird Survey End","72.00433","-158.3457","09012017 18:29:29.011",""
175,201701,597,"","","Seabird Survey","Seabird Survey End","72.00034","-160.3833","09022017 02:56:29.011",""
175,201701,598,"","","Seabird Survey","Seabird Survey End","72.00533","-162.7268","09022017 18:18:29.011",""
175,201701,599,"","","Seabird Survey","Seabird Survey Start","71.50301","-164.9465","09052017 17:37:29.011",""
175,201701,600,"","","Seabird Survey","Seabird Survey End","71.22733","-164.2433","09052017 23:47:29.011",""
175,201701,601,"","","Seabird Survey","Seabird Survey Start","70.99934","-162.7363","09102017 16:16:29.011",""
175,201701,602,"","","Seabird Survey","Seabird Survey Start","70.99984","-165.4119","09102017 03:46:29.011",""
175,201701,603,"","","Seabird Survey","Seabird Survey Start","71.00383","-167.5473","09102017 16:34:29.011",""
175,201701,604,"","","Seabird Survey","Seabird Survey End","71.00566","-167.6858","09102017 16:54:29.011",""
175,201701,605,"","","Seabird Survey","Seabird Survey Start","71.00117","-167.7018","09102017 18:30:29.011",""
175,201701,606,"","","Seabird Survey","Seabird Survey End","71.00183","-168.2585","09102017 19:50:29.011",""
175,201701,607,"","","Seabird Survey","Seabird Survey Start","70.502495","-166.88933","09112017 16:26:29.011",""
175,201701,608,"","","Seabird Survey","Seabird Survey End","68.87392","-166.559803333","09192017 05:12:04.929",""
175,201701,609,"90","CH-H04","Juday","Vertical Plankton  Tow","69.4985883333","-164.199635","09192017 16:05:39.919","CH-H04"
175,201701,610,"90","CH-H04","CTD","Oceanography","69.4979283333","-164.20009","09192017 16:16:07.444","CH-H04"
175,201701,611,"90","CH-H04","Benthic Grab","Benthic grab","69.4667","-164.199983","09192017 16:28:48.596","CH-H04, first attempt failed, came up empty, repeated successfully"
175,201701,612,"90","CH-H04","Bongo","Oblique tow","69.49865","-164.190833","09192017 16:39:40.000",""
175,201701,613,"90","CH-H04","3m Beam Trawl","Standard bottom sample","69.5036683333","-164.19086","09192017 16:52:53.683",""
175,201701,614,"90","CH-H04","CTD","Oceanography","69.505645","-164.196183333","09192017 17:10:19.127","CH-H04"
175,201701,615,"90","CH-H04","Nordic","Surface trawl at pre-determined station","69.5364466667","-164.253901667","09192017 18:18:59.815","ch-h04fishing equipment issues, and then a walrus spotted 15 minutes into tow."
175,201701,616,"90","CH-H04","Nordic","Surface trawl at pre-determined station","69.5559133333","-164.331113333","09192017 19:18:50.583",""
175,201701,617,"","","Seabird Survey","Seabird Survey Start","69.50008","-164.219261667","09192017 20:52:43.072",""
175,201701,618,"","","Seabird Survey","Seabird Survey End","69.5012666667","-165.00708","09192017 22:55:52.579",""
175,201701,619,"","","Seabird Survey","Seabird Survey Start","69.501265","-165.008935","09192017 22:56:10.396",""
175,201701,620,"","","Seabird Survey","Seabird Survey End","69.4990616667","-165.394578333","09202017 00:01:49.927",""
175,201701,621,"0","","Marinovich","Opportunistic off-bottom sample","69.4966383333","-165.33145","09202017 00:28:34.461","ch-h04to ch-h03, got down close to bottom to scoop stuff for about 18 minutes, then oblique back up to ~15 meters before haulback"
175,201701,622,"","","Seabird Survey","Seabird Survey Start","69.5006316667","-165.39014","09202017 01:42:41.710",""
175,201701,623,"","","Seabird Survey","Seabird Survey End","69.4999433333","-165.70153","09202017 02:32:04.320",""
175,201701,624,"91","CH-H03","Nordic","Surface trawl at pre-determined station","69.5089333333","-165.651823333","09202017 03:08:05.874",""
175,201701,625,"91","CH-H03","Juday","Vertical Plankton  Tow","69.499036","-165.63567","09202017 04:34:00.000",""
175,201701,626,"91","CH-H03","Benthic Grab","Benthic grab","69.4990366667","-165.635678333","09202017 04:42:41.932",""
175,201701,627,"91","CH-H03","CTD","Opportunistic bottom sample","69.4976333333","-165.632496667","09202017 04:53:58.994",""
175,201701,628,"91","CH-H03","Bongo","Oblique tow","69.4964633333","-165.619088333","09202017 05:07:14.954",""
175,201701,629,"91","CH-H03","3m Beam Trawl","Standard bottom sample","69.5011583333","-165.60037","09202017 05:25:46.037",""
175,201701,630,"92","CH-H02","Juday","Vertical Plankton  Tow","69.4982683333","-167.096518333","09202017 16:01:56.995","ch-h02"
175,201701,631,"92","CH-H02","CTD","Oceanography","69.49558","-167.094521667","09202017 16:14:26.050",""
175,201701,632,"92","CH-H02","Benthic Grab","Benthic grab","69.4938916667","-167.093273333","09202017 16:22:12.133",""
175,201701,633,"92","CH-H02","Bongo","Oblique tow","69.492535","-167.087538333","09202017 16:39:19.569","ch-h02"
175,201701,634,"92","CH-H02","3m Beam Trawl","Standard bottom sample","69.496925","-167.08117","09202017 16:52:45.235",""
175,201701,635,"0","","Marinovich","Opportunistic off-bottom sample","69.4983716667","-167.172668333","09202017 18:03:04.728","just after leaving ch-h02, tow on layer at 28-32m, weak but similar scattering to high sA on previous run"
175,201701,636,"","","Seabird Survey","Seabird Survey Start","69.4994533333","-167.132153333","09202017 18:44:50.156",""
175,201701,637,"","","Seabird Survey","Seabird Survey Start","69.5025316667","-167.743208333","09202017 20:20:01.103",""
175,201701,638,"","","Seabird Survey","Seabird Survey End","69.5025666667","-167.750891667","09202017 20:21:11.685",""
175,201701,639,"","","Seabird Survey","Seabird Survey End","69.5049983333","-168.49516","09202017 22:17:33.900",""
175,201701,640,"93","CH-H01","CTD","Oceanography","69.504715","-168.492166667","09202017 22:27:39.868",""
175,201701,641,"93","CH-H01","Juday","Vertical Plankton  Tow","69.5050466667","-168.493121667","09202017 22:23:32.017",""
175,201701,642,"93","CH-H01","Benthic Grab","Benthic grab","69.503035","-168.490095","09202017 22:44:24.956",""
175,201701,643,"93","CH-H01","Bongo","Oblique tow","69.5038266667","-168.481258333","09202017 22:55:22.234",""
175,201701,644,"93","CH-H01","CTD","Oceanography","69.50507","-168.472143333","09202017 23:08:13.682",""
175,201701,645,"93","CH-H01","3m Beam Trawl","Standard bottom sample","69.504875","-168.463308333","09202017 23:22:21.055",""
175,201701,646,"0","","Marinovich","Opportunistic off-bottom sample","69.503395","-168.434605","09212017 00:05:45.869","near ch-h01, 40m headrope for deep scattering layer thats been around"
175,201701,647,"","","Seabird Survey","Seabird Survey Start","69.4891","-168.471241667","09212017 00:49:27.158",""
175,201701,648,"","","Seabird Survey","Seabird Survey End","69.326245","-168.484875","09212017 02:02:33.861",""
175,201701,649,"","","Seabird Survey","Seabird Survey Start","69.3256716667","-168.48491","09212017 02:02:48.508",""
175,201701,650,"","","Seabird Survey","Seabird Survey End","69.0010266667","-168.498606667","09212017 04:22:40.401",""
175,201701,651,"94","CH-G01","Juday","Vertical Plankton  Tow","68.9957033333","-168.498418333","09212017 04:31:19.088","CH-G01"
175,201701,652,"94","CH-G01","CTD","Oceanography","68.99069","-168.504275","09212017 04:44:22.789","CH-G01"
175,201701,653,"94","CH-G01","Benthic Grab","Benthic grab","68.984735","-168.513933333","09212017 05:01:40.523",""
175,201701,654,"94","CH-G01","Bongo","Oblique tow","68.9797233333","-168.509261667","09212017 05:13:27.093","CH-G01"
175,201701,655,"94","CH-G01","3m Beam Trawl","Standard bottom sample","68.9815116667","-168.49735","09212017 05:28:43.786",""
175,201701,656,"95","CH-G02","Juday","Vertical Plankton  Tow","68.9989733333","-167.098126667","09212017 16:03:53.197",""
175,201701,657,"95","CH-G02","CTD","Oceanography","68.99575","-167.107541667","09212017 16:14:16.602","CH-G02"
175,201701,658,"95","CH-G02","Benthic Grab","Benthic grab","68.9939516667","-167.113933333","09212017 16:20:54.278","ch-g02"
175,201701,659,"95","CH-G02","Bongo","Oblique tow","68.9909833333","-167.110688333","09212017 16:31:22.224",""
175,201701,660,"95","CH-G02","3m Beam Trawl","Standard bottom sample","68.9920066667","-167.100141667","09212017 16:44:04.186",""
175,201701,661,"95","CH-G02","Nordic","Surface trawl at pre-determined station","68.9992266667","-167.053805","09212017 17:27:33.112","WIND CAUSED BOAT MANUVERING DIFFICULTIES WHILE FISHING"
175,201701,662,"95","CH-G02","CTD","Oceanography","68.9973416667","-167.109003333","09212017 19:08:06.228","2ND CTD"
175,201701,663,"","","Seabird Survey","Seabird Survey Start","68.9950366667","-167.113283333","09212017 19:14:29.489",""
175,201701,664,"","","Seabird Survey","Seabird Survey End","69.0005133333","-167.092951667","09212017 19:29:19.963",""
175,201701,665,"","","Seabird Survey","Seabird Survey Start","69.001235","-167.092068333","09212017 20:02:15.136",""
175,201701,666,"","","Seabird Survey","Seabird Survey End","69.0014333333","-166.994755","09212017 20:24:25.090",""
175,201701,667,"0","","Marinovich","Opportunistic off-bottom sample","68.99383","-166.877725","09212017 21:26:14.010","eq is actually at doors out time.  rough current and winds, port door was causing issues unti we settled down but sounder picture has not been good.  continued to fish for 15 anyway, seems to not be wrapped up."
175,201701,668,"","","Seabird Survey","Seabird Survey Start","69.0005433333","-166.869001667","09212017 22:23:43.726",""
175,201701,669,"","","Seabird Survey","Seabird Survey End","69.0014533333","-166.074698333","09222017 01:15:51.185",""
175,201701,670,"","","Seabird Survey","Seabird Survey Start","69.0014533333","-166.07288","09222017 01:16:12.172",""
175,201701,671,"","","Seabird Survey","Seabird Survey End","68.9984233333","-165.693861667","09222017 02:44:36.547",""
175,201701,672,"96","CH-G03","Juday","Vertical Plankton  Tow","68.9974466667","-165.69816","09222017 02:49:13.754","CH-G03"
175,201701,673,"96","CH-G03","CTD","Oceanography","68.996135","-165.704066667","09222017 02:55:46.161",""
175,201701,674,"96","CH-G03","Benthic Grab","Benthic grab","68.9949816667","-165.70904","09222017 03:01:27.000",""
175,201701,675,"96","CH-G03","Bongo","Oblique tow","68.9916516667","-165.713736667","09222017 03:11:12.737",""
175,201701,676,"96","CH-G03","3m Beam Trawl","Standard bottom sample","68.9898483333","-165.702403333","09222017 03:22:32.556",""
175,201701,677,"","","Seabird Survey","Seabird Survey Start","68.9913766667","-165.695703333","09222017 03:35:01.624",""
175,201701,678,"","","Seabird Survey","Seabird Survey End","68.9565516667","-166.324533333","09222017 05:19:58.713",""
175,201701,679,"","","Seabird Survey","Seabird Survey Start","68.50141","-167.095478333","09232017 18:46:21.510",""
175,201701,680,"","","Seabird Survey","Seabird Survey End","68.50141","-167.0955","09232017 18:46:39.254",""
175,201701,681,"97","CH-F02","Juday","Vertical Plankton  Tow","68.500415","-167.097488333","09232017 18:51:51.328",""
175,201701,682,"97","CH-F02","CTD","Oceanography","68.49746","-167.102438333","09232017 19:03:47.854",""
175,201701,683,"97","CH-F02","Benthic Grab","Benthic grab","68.494445","-167.108041667","09232017 19:17:31.296","CH-F02, FAIL, HIGH SEAS, TANGLED GRAB, NO TIME FOR REDO"
175,201701,684,"97","CH-F02","Bongo","Oblique tow","68.495375","-167.099758333","09232017 19:25:56.294","CH-F02"
